y,x1,x2,x3,z
-0.236,-0.765,0.274,-0.655,0
1.203,0.78,1.213,-0.634,0
-0.71,-1.718,-2.083,-1.389,0
-1.138,-1.78,-0.884,-1.105,1
1.971,-0.528,0.693,0.096,1
-0.056,0.417,-0.41,0.741,0
-0.208,-0.158,-0.063,0.2,1
1.165,-0.459,0.435,-0.622,1
0.35,1.015,1.384,-0.221,0
0.712,1.535,1.12,0.53,0
1.661,1.691,1.034,0.769,1
-0.059,-0.764,0.492,-0.728,1
0.063,-0.583,-0.151,0.032,0
1.732,0.49,-1.115,-1.7,1
0.079,-0.988,-1.303,-0.729,1
-2.535,-0.556,-0.673,-0.571,1
0.118,-1.041,-0.389,-0.464,1
0.621,0.534,0.532,-0.24,1
0.052,-0.263,0.072,-0.737,1
-0.23,-1.084,0.02,-0.766,0
-0.455,-2.106,-0.625,-0.502,1
0.68,0.615,0.569,1.449,0
1.042,0.412,-0.142,0.434,1
-0.74,-0.014,-0.38,-0.459,0
-0.769,-1.29,-0.964,1.272,1
5.283,1.855,1.859,1.324,0
-1.276,-0.454,-0.635,-1.58,0
0.519,0.327,0.799,-0.07,0
-1.24,0.035,0.534,-0.773,1
-0.169,-0.915,-0.061,-1.031,1
-1.435,-0.579,-0.67,-1.152,0
0.377,0.159,0.639,1.147,1
1.111,-0.538,-0.93,0.413,1
1.498,1.042,0.944,0.93,0
0.981,-1.808,-3.125,-0.436,1
-1.86,0.044,-0.062,-0.415,0
1.595,0.229,-1.071,-0.155,0
-0.512,0.424,1.0,-0.605,1
1.57,-0.053,-0.46,0.878,0
0.698,-1.334,-1.158,-0.835,1
1.805,0.166,1.591,0.871,1
0.062,1.428,0.249,0.388,1
0.416,-1.906,-3.19,-1.282,1
-0.36,-0.056,-0.443,-0.032,1
0.232,-0.203,0.162,-0.125,1
0.709,1.033,0.449,2.078,0
-1.872,0.067,0.059,0.639,0
0.906,-0.915,-0.328,-0.634,1
-0.731,-0.364,-0.806,-1.999,0
-1.017,0.037,-0.974,-1.578,0
-0.902,-0.116,-0.581,-0.85,0
1.709,0.524,1.737,0.131,1
-0.165,1.423,0.672,-0.53,0
-2.875,-1.853,-0.823,-0.709,0
0.573,0.268,0.198,0.069,0
0.108,-0.907,-1.221,-0.42,0
0.932,0.968,0.965,0.26,1
-0.589,0.485,0.65,0.65,0
0.625,0.693,0.782,-1.222,1
-1.012,-0.796,0.004,1.797,1
-0.914,0.644,-0.592,0.701,0
-0.353,0.537,0.482,-0.909,1
1.072,-0.055,-0.059,0.047,1
-0.422,-3.017,-1.227,0.754,1
-0.081,0.773,0.156,0.325,0
1.729,-0.055,-0.967,0.008,0
0.124,-0.389,-1.25,-0.783,1
0.468,-0.08,-0.704,0.271,1
-0.227,0.565,-0.752,-0.07,1
2.113,1.138,2.2,2.632,1
-1.971,-0.439,0.909,0.425,0
1.751,1.686,-0.512,1.286,1
-0.051,-1.807,-1.482,-0.794,0
0.917,0.373,0.478,2.21,1
0.699,0.105,1.537,0.685,0
1.321,0.852,0.524,0.356,0
-1.39,-0.351,-1.115,0.777,1
0.365,0.855,0.864,-0.0,1
0.294,1.239,0.912,1.102,1
1.47,0.125,-1.245,-0.269,0
0.489,-0.592,-1.263,-0.423,0
-3.094,-1.624,-0.526,-2.737,1
-0.469,0.738,1.685,-0.59,0
0.91,1.169,0.793,1.202,0
-0.153,-0.402,0.201,0.574,1
-1.019,1.371,-0.67,1.132,0
1.976,-0.216,0.221,-0.88,1
0.264,-1.233,1.139,0.675,0
1.769,-0.359,1.653,2.275,1
0.82,1.373,1.413,-0.298,1
0.393,-0.625,-1.325,-1.123,1
0.611,1.239,0.588,0.148,1
0.166,0.902,0.396,-0.081,0
1.233,-0.386,0.673,1.222,1
-1.455,-0.334,0.375,-0.31,1
1.809,0.418,-0.135,-0.464,1
-0.473,-1.396,-0.5,-1.964,1
1.153,-1.111,-2.046,-0.627,1
-0.944,-0.984,0.632,0.281,1
-0.506,0.13,-0.735,1.33,1
-1.52,-1.379,-1.649,-0.315,0
0.712,0.78,0.088,0.943,0
0.391,0.317,0.748,-1.341,1
-0.894,-0.463,-1.174,-0.696,0
-0.431,0.313,0.416,0.316,1
-0.32,1.189,0.608,-0.001,1
-0.437,0.587,-0.71,-1.574,0
0.08,0.146,0.704,-0.06,1
-0.464,0.533,-0.917,0.456,1
1.596,0.163,-0.904,-0.054,1
1.584,1.616,0.904,2.926,0
1.44,-0.572,0.614,-0.234,1
-0.445,0.964,0.226,-1.557,0
0.4,-0.446,-0.093,0.239,1
2.072,2.256,1.499,1.118,0
0.001,0.627,1.662,1.496,1
2.517,-0.099,1.765,0.557,1
-0.289,-0.416,-0.192,-0.972,1
2.958,2.367,1.264,2.32,0
2.783,1.726,2.781,1.995,1
-0.217,-0.695,-1.056,0.031,1
-1.196,-0.042,0.139,-1.791,0
1.439,-0.213,-1.277,0.932,1
1.135,0.473,0.493,0.912,1
2.027,1.822,0.957,0.79,1
1.567,-0.76,-0.649,1.065,1
1.193,-1.648,-0.687,1.013,1
0.559,-0.481,-0.849,-0.755,1
-1.825,-1.146,-1.735,-1.521,1
-1.135,-2.714,-2.001,-1.513,0
-1.045,-0.472,-0.001,-0.61,1
2.18,1.684,1.392,-1.172,1
1.091,0.835,0.932,-0.264,1
-0.951,-0.202,0.953,-0.284,1
-0.379,0.459,0.042,-1.719,0
-1.255,-0.01,0.357,0.631,0
0.351,0.516,-0.303,0.454,1
0.245,1.546,1.885,0.399,0
0.399,-0.049,-1.237,0.65,0
-0.367,-1.457,-0.102,-1.525,0
1.573,-1.304,0.132,-0.832,1
0.862,0.374,-0.123,-0.271,0
-0.568,0.592,-0.726,-0.338,0
0.841,-2.004,-1.72,1.489,0
-1.285,-0.322,-0.406,1.477,0
-1.262,-1.219,-1.52,0.078,0
1.184,1.244,-0.078,1.095,1
-1.469,-0.245,1.429,-0.026,1
-0.72,-1.486,-1.323,-1.628,0
-0.878,-0.364,-1.421,0.749,1
0.317,-0.004,0.436,0.361,0
-0.591,0.806,0.577,-0.185,0
0.336,-0.325,-0.784,-0.397,1
0.807,0.294,1.696,-1.49,1
0.853,-1.056,-0.294,-1.855,1
-0.648,-1.168,-2.037,-2.163,0
-0.79,-0.18,0.008,0.153,0
-0.472,0.153,-0.01,-1.341,0
-0.576,1.421,0.597,-0.082,0
0.231,-0.462,-0.219,-0.991,1
1.24,-0.194,1.269,1.257,0
2.567,-0.421,-0.028,-0.081,1
2.59,2.647,1.644,2.811,1
0.549,0.045,1.288,0.129,1
-1.06,-1.13,-1.39,-0.779,0
-0.536,-1.672,-1.398,-2.632,1
0.775,0.637,0.181,0.623,0
0.231,0.632,-0.681,0.375,1
1.335,0.798,0.716,-1.733,0
-0.974,-0.979,-1.84,-1.387,1
1.75,0.574,0.163,1.119,1
0.203,-1.401,-0.251,-0.645,1
1.327,-0.048,1.533,1.963,1
-0.146,0.224,0.236,-0.951,1
5.075,1.787,1.933,1.551,1
-0.998,-2.369,-2.019,-0.157,0
-0.103,-1.064,-1.568,-1.411,1
-0.595,0.345,-0.35,-0.33,1
2.824,0.324,1.552,-0.187,1
0.678,-0.502,0.049,-0.344,0
-0.43,-0.639,0.32,0.502,1
0.717,0.127,-0.162,1.085,0
1.671,0.65,1.707,0.155,1
-0.209,0.893,-0.292,0.841,0
0.582,-0.118,-0.564,-0.039,0
2.201,2.666,0.879,1.341,0
0.132,0.153,-0.338,-0.135,0
-0.396,-2.085,-0.58,1.012,0
0.592,0.203,-0.97,0.43,1
0.362,-0.856,0.279,1.713,0
3.462,2.178,2.346,1.889,1
-0.326,1.205,0.133,-0.583,0
2.166,-0.193,-0.745,1.78,1
-1.131,0.057,-0.821,-0.587,1
1.9,1.134,1.993,-0.854,0
-0.3,-1.535,-0.703,0.859,1
1.547,-0.984,-1.735,-0.736,1
-0.812,0.379,-0.841,-0.065,1
-0.619,-0.67,0.048,1.544,0
-1.369,-1.054,0.347,-0.652,0
1.122,0.283,0.61,0.906,1
-0.228,0.659,1.311,1.346,0
-0.713,-0.486,-0.356,-1.113,1
-1.861,0.007,0.737,0.133,0
1.413,0.418,0.985,1.449,1
0.448,1.358,0.706,0.594,0
0.001,1.253,1.45,0.964,0
1.059,-0.943,0.357,-0.202,1
-0.025,1.538,0.618,0.76,1
3.309,2.507,1.443,1.102,1
-0.337,-0.027,0.602,-0.337,1
1.513,-1.413,0.684,1.346,0
0.399,-1.285,-0.878,0.188,0
0.006,0.692,0.847,1.966,0
-0.085,0.929,0.524,0.156,1
0.386,0.502,-0.909,-0.386,0
0.8,1.395,0.382,0.705,1
-0.466,-1.619,-1.34,0.331,0
0.691,-0.917,-1.092,-1.241,0
-0.619,0.203,-0.055,0.436,0
0.259,0.237,0.166,0.19,0
1.206,2.03,-0.576,0.003,0
2.947,1.258,1.938,0.848,1
-0.454,-0.135,-0.816,-0.395,0
-0.549,-0.434,-1.447,-0.88,1
1.484,2.61,2.275,0.206,1
-1.171,-1.635,-0.892,0.289,1
0.477,-0.002,-0.255,-0.077,1
-0.259,-0.99,-1.861,0.712,0
0.016,-0.723,0.592,0.155,0
1.043,-0.829,-1.409,1.582,0
0.474,1.226,1.333,0.883,1
-0.536,-1.352,-0.732,-0.585,1
0.655,1.034,0.555,-0.684,0
-0.471,-0.442,0.96,0.425,0
1.668,-0.498,-1.171,1.14,1
1.128,0.084,1.068,-1.952,1
0.587,1.136,0.071,-1.347,1
2.608,0.655,0.653,0.256,1
-1.375,-0.479,-0.4,0.373,1
1.743,1.594,1.191,0.885,1
0.501,0.171,-0.713,1.408,0
-1.099,-0.643,-0.392,0.344,0
1.834,0.736,1.217,1.735,1
-1.229,-0.938,-1.511,-0.26,1
1.11,0.464,0.59,0.139,0
0.799,-1.596,-0.19,-0.122,1
1.455,0.459,1.576,1.274,0
-1.847,0.581,-1.543,0.111,1
0.821,1.026,2.035,0.918,0
1.149,-0.581,1.498,0.195,1
0.114,0.143,0.549,-1.64,1
-2.841,0.001,0.148,-0.965,0
1.58,0.125,-0.448,2.146,0
0.493,-0.138,-0.252,0.865,1
-0.45,0.614,0.072,0.777,0
2.475,0.809,2.06,0.008,0
0.177,1.618,0.609,-1.098,1
-0.751,-0.589,-0.116,0.677,0
0.313,-0.092,-0.011,-0.075,0
1.75,-0.68,0.609,0.187,0
2.346,0.088,1.312,-0.397,1
0.469,-0.025,-0.125,0.761,0
0.845,0.98,0.527,-0.918,0
2.12,0.958,1.65,0.287,0
-0.788,0.359,0.799,0.112,0
0.263,-1.256,-0.702,0.054,0
-0.343,0.885,-0.098,0.851,0
-0.154,0.972,-1.056,-1.731,0
0.67,0.367,1.419,0.584,0
1.346,0.005,0.951,0.977,1
1.003,0.305,1.394,0.765,0
-3.358,0.28,-2.233,0.198,0
0.767,-0.176,0.982,0.223,1
0.086,-0.991,-1.257,-1.936,1
2.013,0.7,1.703,0.67,1
-0.75,-0.964,-1.049,-1.542,0
3.885,2.089,1.474,2.282,0
-0.439,-1.421,0.003,-1.622,0
0.209,-0.705,0.778,-0.984,0
1.055,-0.049,0.22,-0.21,0
2.427,1.329,1.622,1.404,1
-0.818,-0.234,0.162,0.534,0
-2.163,0.025,0.297,-0.322,1
-0.21,-0.486,1.233,0.182,0
0.502,-0.386,-0.422,-0.295,0
-0.48,-2.257,-0.492,0.936,1
0.887,-0.158,-0.31,-0.164,1
0.483,0.999,0.165,-0.235,0
1.122,-1.427,0.458,-0.095,1
-0.735,-0.013,-0.589,-1.435,0
1.189,1.323,0.554,0.017,0
0.349,-1.673,-1.471,-0.279,1
1.055,-1.116,-0.117,-0.508,0
-1.95,-0.146,-0.224,-0.711,0
-0.604,0.401,-0.921,0.067,0
1.499,0.599,0.589,1.019,0
1.18,-1.761,-0.589,0.63,0
2.401,1.235,2.236,1.238,0
0.279,0.229,0.803,-0.28,1
0.884,0.019,-0.582,0.091,1
0.642,-0.677,-0.526,0.248,0
-0.975,-1.396,-0.146,-0.956,0
0.401,-0.235,-1.499,0.444,1
0.702,-0.714,-0.855,-0.862,0
2.307,0.206,0.538,-0.403,1
0.816,-0.2,0.302,-0.83,1
0.413,-0.297,0.655,1.319,0
1.62,2.567,0.949,0.561,0
0.416,-1.35,-1.998,0.392,0
-0.558,-1.29,-1.381,-0.523,0
2.372,1.302,2.253,1.036,0
-0.795,-0.375,-0.86,1.101,1
0.831,-1.601,-0.584,-0.021,0
1.38,1.49,2.01,1.546,1
1.404,1.243,1.645,0.606,1
0.835,1.231,0.273,1.102,0
1.699,-0.271,-0.825,-0.272,0
0.553,1.059,0.927,0.694,0
-0.03,0.174,0.872,-0.05,1
-1.078,-1.578,1.031,-0.749,0
2.003,-2.159,-1.608,1.653,1
-3.138,-1.615,-0.304,-0.387,1
0.409,0.362,2.081,-0.127,1
2.37,-1.505,-0.439,-0.657,1
1.229,0.589,-0.186,1.16,1
-1.022,-1.295,-0.934,0.895,1
1.124,0.499,1.706,-0.48,1
-0.398,-1.888,-0.849,-0.969,1
1.585,-0.227,0.914,1.049,1
1.936,-1.408,0.542,0.905,1
0.589,-0.532,0.14,1.65,0
0.243,1.415,-0.375,1.247,1
0.932,-0.772,0.817,-0.227,1
0.096,0.158,1.074,0.237,1
-1.332,-1.243,-0.986,0.38,0
-1.036,0.257,0.83,0.235,1
-1.128,-0.167,0.49,0.353,1
-0.944,-0.382,-0.303,-0.488,1
-0.795,0.488,0.699,-0.358,0
0.692,1.049,-0.469,0.108,1
0.486,0.51,2.203,0.227,1
-3.064,0.487,0.05,-1.37,1
-0.871,-0.292,-0.319,0.334,1
-0.042,-0.142,0.117,0.773,1
-0.467,-0.749,-0.028,0.479,1
2.741,1.508,1.021,0.537,0
-0.535,0.12,0.042,-0.901,1
0.651,-0.286,-0.204,-0.481,0
0.866,0.883,1.288,-1.408,1
0.747,0.801,0.576,0.072,1
0.663,1.47,1.554,-0.01,0
1.019,1.562,1.003,-0.244,0
0.621,1.876,1.287,-0.61,0
0.445,0.537,0.394,-1.241,1
0.052,0.094,-0.426,0.535,1
-1.239,-0.753,-0.046,-0.307,0
1.113,-0.726,0.466,-0.026,1
1.976,0.245,2.573,0.469,0
-0.308,0.274,-0.896,0.248,1
0.575,0.43,0.785,-0.211,0
-0.142,-0.092,0.322,-0.649,0
-1.167,-0.998,-1.261,0.162,0
-0.213,0.265,-1.449,-1.09,1
-0.148,-0.194,0.695,1.555,0
-1.094,-0.371,-0.462,-0.8,1
-0.486,0.624,1.719,0.095,0
-1.04,0.003,-0.325,-2.96,0
0.148,-1.445,0.174,0.025,0
-0.345,-0.45,0.844,1.231,0
2.146,-1.211,-1.55,-1.282,1
1.057,0.643,-0.219,0.327,0
1.575,0.092,0.267,-0.396,1
0.896,-0.999,0.77,1.316,0
2.019,-0.337,0.813,0.118,0
-0.855,-0.92,1.009,-0.021,0
-1.799,1.065,0.719,0.248,0
0.737,1.48,0.566,0.591,1
0.391,-0.895,-0.476,-0.407,1
0.661,0.755,0.58,0.023,0
0.183,-0.129,-0.861,-0.494,1
1.474,0.535,-0.244,-0.674,1
1.139,0.853,-0.528,1.917,1
0.997,-1.029,-0.391,1.186,1
-1.087,-0.963,-0.505,-0.259,1
-1.278,-1.844,-1.13,-0.047,1
1.715,0.155,-0.289,-0.437,1
